Skills,Job Industry,Course Title,Course Category,Course Subcategory,Skills Achieved,Course Modules,Similarity Score
"Agile, Scrum, Kanban, Sprint Retrospectives, Waterfall Methodology, Stakeholder Engagement, Product Lifecycle Management","Data & Product, IT & Engineering",Agile Dev Practices: SDLC & Project Management,Information Technology,Support and Operations,"Agile Project Management, Software Development Life Cycle, Application Lifecycle Management, Agile Methodology, Interpersonal Communications, Requirements Analysis, Project Management, Agile Software Development, User Story, Sprint Retrospectives, Continuous Improvement Process, Software Development Methodologies, Quality Management, Waterfall Methodology, Sprint Planning, Cross-Functional Collaboration, Scrum (Software Development)","Introduction to Agile: In this module, we will explore how and why organizations implement agile methodologies to enhance daily work experiences, interactions, collaboration, adaptability, and overall job satisfaction. As an agile leader, it's important to understand these principles. This knowledge will equip you with the necessary skills to foster a dynamic and responsive work environment and empower you to lead engaged, adaptable teams.
Organizational Practices and Agile Tools: In this module, you'll learn about organizational practices and Agile tools used to discuss implementation priorities in development teams. You'll explore Agile technical practices that are tailored to project needs. You'll examine Agile artifacts and learn how they create project transparency and teamwork. You'll also develop the interpersonal skills you will need to collaborate and communicate in Agile software development contexts.
Predictive Thinking, Waterfall, and Agile methodologies: In this module, you'll explore and compare predictive thinking, Waterfall, and Agile methodologies, with a special focus on their strategies for planning, execution, and adaptation. You'll gain insights into requirements engineering and how to apply them across project contexts. You'll also cover techniques for gathering, documenting, and organizing requirements. We'll also explore the architectural and design principles of Agile methodologies. By the end of this module, you'll be able to make informed decisions, tailor strategies to specific project needs, and successfully steer Agile projects.
Software Development Life Cycles (SDLC) & Capability Maturity Model Integration (CMMI): In this module, you'll explore software development life cycles (SDLC), and assess their suitability for different projects. You'll learn more about capability maturity model integration (CMMI) which focuses on quality management.",0.812919020652771
"Agile, Scrum, Kanban, Sprint Retrospectives, Waterfall Methodology, Stakeholder Engagement, Product Lifecycle Management","Data & Product, IT & Engineering",SDV 101: Introduction to Software Defined Vehicles,Computer Science,Design and Product,"Software Architecture, Artificial Intelligence, Software Development, Virtualization, Embedded Software, Systems Architecture, Digital Transformation, Software Development Life Cycle, Automation","Welcome to the course: Welcome to our essentials course on software-defined vehicles. In this first module, we would like to introduce the course, the topic, and the instructors to you.
Essentials: In this first module, we will cover the basics of SDV. We will define what SDV is, but more importantly, we will explore the various aspects of how the transformation in the automotive industry was initiated, leading to the necessity and emergence of SDVs.
Lessons Learned: In this module we will go through a number of technical evolutions that influenced or led to the transformation in the automotive industry.
Building Blocks: In this module we will go through the building blocks of an SDV one by one. We will not go into details, but will put together the whole picture from a birds view perspective.
Implementation Strategies: In this module we will discuss several implementation strategies that make it possible to develop faster, adjust to changes and customer needs.
The impact of AI: In this module we will go over how the available AI technologies influence and support the development of SDVs in the automotive industry.",0.7977182269096375
"Agile, Scrum, Kanban, Sprint Retrospectives, Waterfall Methodology, Stakeholder Engagement, Product Lifecycle Management","Data & Product, IT & Engineering",Kanban for Software Project Management,Information Technology,Support and Operations,"Project Estimation, Workflow Management, Process Optimization, Estimation, Agile Project Management, Backlogs, Project Management Software, Resource Utilization, User Story, Process Improvement, Kanban Principles, Agile Software Development, Sprint Planning, Agile Methodology","Welcome to the Course: In this module, we will welcome you to the course and introduce your instructor. You'll learn about the course structure, the key topics that will be covered, and the expertise of your instructor. This foundational knowledge will help you understand what to expect and how to make the most of this learning experience.
Introduction to Kanban and Kanban Board: In this module, we will delve into the basics of Kanban and the Kanban board. You'll gain an understanding of Kanban principles and see how a Kanban board functions as a visual tool for managing tasks and projects effectively. This introduction will set the stage for using Kanban in various work scenarios.
Process Improvement: Identifying Inefficiencies/Issues: In this module, we will focus on improving processes by identifying inefficiencies and issues. You'll learn how to spot inefficiencies in your workflows, understand the consequences of underutilized resources, and explore techniques for marking and managing tasks. These skills are crucial for streamlining operations and enhancing productivity.
Kanban Practices: In this module, we will explore essential Kanban practices. You'll learn what it means to define ""done"" in the context of Kanban, how to conduct daily standup meetings to maintain team alignment, and how to specify rules to ensure consistent practice. Mastering these practices will help you implement Kanban effectively in your projects.
Key Agile Concepts: In this module, we will cover key Agile concepts that complement Kanban. You'll be introduced to the foundational ideas of Agile, learn about the product backlog and its management, and discover various estimation techniques like T-Shirt sizing and Fibonacci sequences. This comprehensive overview will enhance your ability to apply Agile methodologies in conjunction with Kanban.",0.7784081697463989
"Agile, Scrum, Kanban, Sprint Retrospectives, Waterfall Methodology, Stakeholder Engagement, Product Lifecycle Management","Data & Product, IT & Engineering",Introduction to AI and Technology in Sports,Data Science,Machine Learning,"Performance Appraisal, Natural Language Processing, Internet Of Things, Machine Learning, Technology Solutions, Artificial Intelligence, Scikit Learn (Machine Learning Library), Health Technology, Data Analysis, Emerging Technologies, Big Data, Large Language Modeling, Data-Driven Decision-Making, Technology Strategies, Data Analysis Software, Data Ethics, Deep Learning, Statistical Methods, Advanced Analytics, Analytics","Foundations of Artificial Intelligence: This foundational module introduces you to the essential concepts and technologies that power artificial intelligence in the modern world. Through three comprehensive lessons, you'll explore the fundamental principles of AI, understand key technologies driving the field, and discover diverse real-world applications across industries. Beginning with core AI concepts and terminology, you'll progress to examining the technological infrastructure enabling AI systems, and conclude by investigating how various sectors are being transformed through AI implementation. This module establishes the critical knowledge base necessary for understanding AI's specific applications in sports contexts, preparing you for more advanced explorations in subsequent modules.
Modern AI Techniques and Applications: This advanced module explores cutting-edge AI methodologies and their practical implementations across various domains. Through three comprehensive lessons, you'll delve into sophisticated machine learning and deep learning techniques, discover the transformative potential of natural language processing and large language models, and examine emerging AI trends shaping our future. Building on foundational AI knowledge, this module provides deeper technical understanding of how modern AI systems function and evolve. You'll gain insights into the latest developments in AI research and applications, preparing you to recognize and evaluate opportunities for implementing these technologies in sports and beyond.
AI and Technology in Sports: This specialized module explores the dynamic relationship between artificial intelligence, technology, and the world of sports. Through three comprehensive lessons, you'll discover how digital innovation is revolutionizing athletic performance, fan engagement, and sports business operations. Beginning with an examination of how technology and sports intersect across multiple touchpoints, you'll then trace the historical development and current state of AI applications in sporting contexts. The module concludes with a critical exploration of the ethical dimensions and privacy challenges that emerge as sports organizations collect and leverage increasingly sophisticated data. Designed for both sports professionals and technology enthusiasts, this module provides essential insights into how AI is transforming traditional approaches to training, competition, and sports management while raising important questions about responsible innovation.
Tools and Technologies in Sports AI: This practical module examines the cutting-edge technologies and platforms transforming data collection and analysis in modern sports. Through three focused lessons, you'll explore the hardware and software ecosystems driving innovation in athletic performance monitoring and fan experience enhancement. Beginning with an in-depth look at wearable technology and Internet of Things (IoT) applications, you'll discover how these innovations provide unprecedented insights into athlete biomechanics and physiological responses. You'll then examine sophisticated data analytics platforms that convert raw information into actionable intelligence for coaches, scouts, and performance staff. The module culminates with a fascinating exploration of smart stadium infrastructure, showcasing how integrated technology systems are revolutionizing venue management and spectator engagement. By understanding these practical tools and their implementations, you'll gain valuable knowledge about the technological backbone supporting modern sports operations and strategic decision-making.",0.7659059166908264
"Agile, Scrum, Kanban, Sprint Retrospectives, Waterfall Methodology, Stakeholder Engagement, Product Lifecycle Management","Data & Product, IT & Engineering","Managing Azure Infrastructure: Storage, Monitoring & Backup",Information Technology,Cloud Computing,"Encryption, Cloud Security, Infrastructure As A Service (IaaS), File Management, Cloud Storage, Microsoft Azure, Data Storage, Disaster Recovery, Data Security, Event Monitoring, System Monitoring, Query Languages, Continuous Monitoring, Patch Management, Virtual Machines","Introduction to Azure Monitor: In this module, you will build a foundation for understanding Azure Monitor, Microsoft's comprehensive cloud monitoring solution. You'll explore key concepts, components, and features essential for effectively monitoring applications and infrastructure within the Azure ecosystem. You'll be guided through the fundamental principles of Azure Monitor, its diverse features, and the practical aspects of configuring basic monitoring. By engaging with real-world use cases, case studies, and hands-on activities, you'll develop a holistic understanding of Azure Monitor's capabilities.
Configuring Storage Accounts: In this module, you will explore advanced Azure networking configurations. You'll focus on key components such as Azure Blob Storage, delving into its configurations, optimization strategies, and integration possibilities with other Azure services. Through hands-on experience and theoretical insights, you will gain proficiency in configuring and securing Azure Blob Storage.  You'll also investigate Log Analytics capabilities, familiarizing yourself with its query language and advanced techniques to extract meaningful insights from logs.
Azure Backup and Maintenance: This module aims to  help you to establish a solid understanding of Azure backup concepts and build the skills required for effective backup configurations. In this module, you will focus on the foundational aspects of configuring backups in the Azure environment. You will first be introduced to essential concepts of backup strategies, emphasizing the importance of regular backups. Then, the focus will shift to practical configurations, specifically covering file and folder backups, with hands-on exercises for reinforcement. Later on, the discussion will extend to virtual machine backups, providing both theoretical insights and practical application through guided configurations. You'll also learn how to keep your virtual machines up-to-date in Azure. You'll understand why regular updates are important and how to set up automatic updates for efficiency.
Comprehensive Backup and Disaster Recovery Plan for a Simulated Azure Environment: In this module, you'll complete a hands-on project. You'll focus on setting up a monitoring solution in Azure, using what you've learned to design, configure, and improve monitoring components. This project gives you a chance to apply your skills in a real-world scenario.",0.7561786770820618
"Agile, Scrum, Kanban, Sprint Retrospectives, Waterfall Methodology, Stakeholder Engagement, Product Lifecycle Management","Data & Product, IT & Engineering","Risk Identification, Monitoring, and Analysis",Information Technology,Security,"Risk Analysis, Vulnerability Management, Risk Mitigation, Enterprise Risk Management (ERM), Network Monitoring, Security Information and Event Management (SIEM), Continuous Monitoring, Risk Management, Intrusion Detection and Prevention, Security Controls, Technical Communication, Cyber Risk, Compliance Management, Vulnerability Assessments, Network Analysis, Business Risk Management, Threat Management, Operational Risk","Overview: In management science terms, maturing a process or practice means taking positive steps over time to make it more reliable, repeatable, and efficient. In practice, this means getting better each day while being able to show the measurements that both demonstrate improvement and suggest other opportunities to improve. Risk management for organizations works best when it uses evidence-based reasoning to identify and characterize issues and take actions as necessary to deal with them.  

This course will explore how to manage the risks related to information systems. It is time to bring these ideas together in a context of continuous maturity modeling, measuring, and monitoring, which we will see is focused on the here and now. Risk alignment works best at the strategic, long-term level of planning; risk maturation, by contrast, can be most effective when considered in the day-to-day of business operations. This is sometimes called operationalizing the approach to risk management and maturation.",0.7529878616333008
"Agile, Scrum, Kanban, Sprint Retrospectives, Waterfall Methodology, Stakeholder Engagement, Product Lifecycle Management","Data & Product, IT & Engineering",Kubernetes Fundamentals,Information Technology,Cloud Computing,"Systems Architecture, Containerization, Data Storage, Microservices, Command-Line Interface, YAML, Cloud-Native Computing, Application Deployment, Scalability, Network Architecture, Kubernetes","Kubernetes Fundamentals and Its Deployment: This module covers Kubernetes fundamentals, including its architecture and the relationship between Kubernetes and containers. By the end of this module, learners will grasp Kubernetes basics, facilitating efficient deployment and management of containerized applications through orchestration.
Kubernetes Pods, Deployments, Replica Sets, Networking and Storage: This module covers Kubernetes configuration and management, including YAML, pod, deployment, and replica set management, as well as networking, service, and storage management. By the end of this module, the learners will configure and manage Kubernetes objects effectively.",0.7523941993713379
"Agile, Scrum, Kanban, Sprint Retrospectives, Waterfall Methodology, Stakeholder Engagement, Product Lifecycle Management","Data & Product, IT & Engineering",Practice Exams for CompTIA A+ Certification: Core 1 & Core 2,Computer Science,Computer Security and Networks,"Simulations, Microsoft Windows, Infrastructure Security, Technical Services, Mac OS, Operating Systems, Network Troubleshooting, General Networking, Technical Support, Computer Networking, Network Administration, System Support, Desktop Support, Unix, Hardware Troubleshooting, Information Technology, Computer Hardware, Mobile Security, Virtualization, Network Security","CompTIA A+ Core 1 and Core 2 Exam Overview: In this module, you will learn about the eligibility requirements for the CompTIA A+ Certification exams, the domains and testing methods, exam-taking strategies, and additional study resources and tips. You can also assess your readiness for the CompTIA A+ Core 1 and Core 2 mock exams through two practice quizzes.
Mock Exam for CompTIA A+ Certification: Core 1: In this module, you will complete a CompTIA A+ Core 1 exam simulation with the same number and type of questions.
Mock Exam for CompTIA A+ Certification: Core 2: In this module, you will complete a CompTIA A+ Core 2 exam simulation with the same number and type of questions.",0.7392808198928833
"Agile, Scrum, Kanban, Sprint Retrospectives, Waterfall Methodology, Stakeholder Engagement, Product Lifecycle Management","Data & Product, IT & Engineering",Software Security Testing,Computer Science,Computer Security and Networks,"Secure Coding, Vulnerability Assessments, Data Validation, Network Protocols, Authorization (Computing), Web Applications, Software Testing, Business Logic, Identity and Access Management, Cybersecurity, Encryption, Authentications, Cryptography","Foundations of Software Security Testing: In this module, we will lay the groundwork for your journey into software security testing. You'll begin with an introduction to the course, followed by setting up your testing environment with Kali Linux. We'll cover essential terminology, explore key methodologies and standards, and discuss the continuous process of software testing. By the end of this section, you'll have a solid foundation to build upon in the subsequent modules.
Core Concepts and Techniques: In this module, we will delve into the core concepts and techniques of software security testing. We'll start with an in-depth look at the HTTP protocol, followed by encoding methods. You'll learn about information-gathering techniques, configuration and management testing, and explore identity management and authentication processes. Additionally, we'll cover authorization testing and session management, providing you with essential skills for identifying and mitigating security risks.
Advanced Testing and Reporting: In this module, we will focus on advanced testing techniques and reporting. You'll learn about input validation and error handling vulnerabilities, delve into the principles of cryptography, and explore creative approaches to testing business logic flaws. We'll also cover client-side testing and conclude with a comprehensive guide to reporting your findings. This section will equip you with advanced skills and knowledge to conduct thorough and effective software security testing.",0.7285699248313904
"Agile, Scrum, Kanban, Sprint Retrospectives, Waterfall Methodology, Stakeholder Engagement, Product Lifecycle Management","Data & Product, IT & Engineering",Agile Development,Computer Science,Design and Product,"Agile Product Development, Product Development, Team Leadership, Team Building, Persona (User Experience), Usability Testing, Customer Analysis, Design Thinking, Product Improvement, Agile Methodology, Agile Project Management, DevOps","Agile Meets Design Thinking: How to evaluate and explain the relevance of concepts and practices from the agile development methodologies
How to create a strong shared perspective and drive to value using design methods like personas and problem scenarios
How to diagnose what software will be valuable to the user and how to test your ideas using agile user stories and prototypes
How to facilitate narrative collaboration with user stories and prototypes
Hypothesis-Driven Development: How to drive valuable outcomes for your user and reduce waste for your team by diagnosing and prioritizing what you need to know about them
How to focus your practice of agile by pairing qualitative and quantitative analytics
How to do just enough research when you need it by running design sprints
How to accelerate value delivery by investing in your product pipeline
Product Analytics and AI: How to naturally, habitually tie your team's work to actionable analytics that help you drive to user value.
How to pair your hypotheses on customer personas and problem with analytics.
How to test propositions (a la Lean Startup) so you don't build features no one wants.
How to instrument actionable observation into everything you build (a la Lean UX).
Managing an Agile Team: How to select and test agile practices to adaptively improve your team's practice of agile
How to create an agile team charter that aligns your team's focus with company strategy while leaving it free to work creatively
How to facilitate retrospectives with your team to iteratively, collaboratively improve your practice of agile
How to support your team's transition to agile",0.7121953368186951
"Javascript, Angular, React, CSS, Responsive Website Design",IT & Engineering,Build AI Apps with LangChain.js,Computer Science,Software Development,"User Interface (UI), Artificial Intelligence, Generative AI, Prompt Engineering, Scalability, Data Storage, Application Development, Application Performance Management, Maintainability, Databases","Build AI apps with LangChain JS: In this module, you'll cover the foundational concepts of LangChain, setting up Supabase for data storage, and preparing text data for efficient processing.
Core Functionality & Processing: It's time to start building! You'll create retrieval chains, design prompt templates, structure outputs, and optimize workflows using RunnableSequence().
Challenges, UI, and Finalization: Finally, you'll focus on integrating a user interface, managing memory, troubleshooting performance issues, and ensuring scalability in LangChain applications.
Test your knowledge!: Put your knowledge to the test with this interactive graded quiz!",0.7918229699134827
"Javascript, Angular, React, CSS, Responsive Website Design",IT & Engineering,"JavaScript Programming with React, Node & MongoDB",Computer Science,Software Development,"Full-Stack Web Development, Node.JS, Database Development, Javascript, Web Applications, React.js, Debugging, NoSQL, Authentications, UI Components, React Redux, Server Side","JavaScript Programming Essentials: Describe JavaScript development concepts, list ES6 features, outline data structures, and explore arrays, DOM, AJAX, and debugging techniques.
Explore handling errors and exceptions, functions and events, apply string manipulation and error-handing techniques, and traverse the DOM.
Compare functions, values, reference types, and strategies in promises and async/await, and discuss modifying the appearance of DOM elements.
Employ JavaScript functions, services, tools, and libraries to create and style navigation and pages, and AJAX to fetch and display data from APIs.
Developing Front-End Apps with React: Develop interactive user interfaces (UIs) and web applications using JavaScript technologies including React, JSX, and ES6.
Build dynamic front-end applications quickly and easily with reusable React components.
Employ various React concepts and features, including props, states, hooks, forms, and Redux.
Demonstrate your React skills by building several front-end applications such as a shopping cart.
Developing Back-End Apps with Node.js and Express: Create server-side applications using the Node.js JavaScript run time.Â
Extend your Node.js applications with third-party packages and frameworks, including Express.Â
Use npm to manage Node.js packages in your Node.js application.Â
Develop asynchronous callback functions and promises to complete asynchronous operations.  Â
Node.js & MongoDB: Developing Back-end Database Applications: Implement fundamental back-end development concepts with Node, Express, and NoSQL databases
Develop secure RESTful APIs using Node and Express to communicate with databases
Apply authentication and authorization mechanisms and implement error handling
Scale and deploy Node database applications on a cloud platform",0.7772903442382812
"Javascript, Angular, React, CSS, Responsive Website Design",IT & Engineering,Linear Algebra for Machine Learning and Data Science,Computer Science,Algorithms,"Data Science, Data Manipulation, Jupyter, Python Programming, Linear Algebra, Dimensionality Reduction, Machine Learning, Machine Learning Methods, NumPy, Applied Mathematics, Artificial Intelligence","Week 1: Systems of linear equations: Matrices are commonly used in machine learning and data science to represent data and its transformations. In this week, you will learn how matrices naturally arise from systems of equations and how certain matrix properties can be thought in terms of operations on system of equations.
Week 2: Solving systems of linear equations: In this week, you will learn how to solve a system of linear equations using the elimination method and the row echelon form. You will also learn about an important property of a matrix: the rank. The concept of the rank of a matrix is useful in computer vision for compressing images.
Week 3: Vectors and Linear Transformations: An individual instance (observation) of data is typically represented as a vector in machine learning. In this week, you will learn about properties and operations of vectors. You will also learn about linear transformations, matrix inverse, and one of the most important operations on matrices: the matrix multiplication. You will see how matrix multiplication naturally arises from composition of linear transformations. Finally, you will learn how to apply some of the properties of matrices and vectors that you have learned so far to neural networks.
Week 4: Determinants and Eigenvectors: In this final week, you will take a deeper look at determinants. You will learn how determinants can be geometrically interpreted as an area and how to calculate determinant of product and inverse of matrices.  We conclude this course with eigenvalues and eigenvectors. Eigenvectors are used in dimensionality reduction in machine learning. You will see how eigenvectors naturally follow from the concept of eigenbases.",0.7767828702926636
"Javascript, Angular, React, CSS, Responsive Website Design",IT & Engineering,"Build Websites with Figma, HTML, and CSS",Computer Science,Software Development,"Wireframing, Usability, Prototyping, HTML and CSS, User Interface (UI) Design, Mockups, Front-End Web Development, Web Development, Responsive Web Design, Web Design and Development, Web Content Accessibility Guidelines, Web Design, Figma (Design Software), Javascript","Welcome & First Project - Simple Card: Learn the basics of using Figma and how to translate a design into a web project as you build a simple card.
Simple Landing Page: With an emphasis on CSS you will work on the layout for a landing page that will look great on desktop and mobile.
Data Analytics Dashboard: Challenge yourself to create a data analytics dashboard using HTML and CSS.
Car Sales Site: Bring another Figma layout to life on the web, adding complexity and detail to desktop and mobile views.
Drone Event Landing Page: Build your most complex layout yet tying in all the concepts you've learned through the course.",0.7497748732566833
"Javascript, Angular, React, CSS, Responsive Website Design",IT & Engineering,Angular 11+ & Material UI: Build Responsive Web Apps,Computer Science,Mobile and Web Development,"Cascading Style Sheets (CSS), Performance Tuning, Responsive Web Design, Angular, UI Components, HTML and CSS, Usability, Web Applications, JavaScript Frameworks, Front-End Web Development, User Interface (UI), User Interface and User Experience (UI/UX) Design, TypeScript, Scalability, Web Design","Angular 11+ & Material UI: Build Responsive Web Apps: In this course, you'll learn how to build sleek, responsive, and accessible web applications using Angular 11+ and Angular Material UI. Through hands-on projects, practical walkthroughs, and real-world examples, you'll master how to integrate Material Design components into your Angular apps, customize themes, and optimize UI performance. Whether you're creating enterprise dashboards or modern admin panels, this course gives you the tools to deliver polished, scalable, and high-performing user interfaces.",0.714728593826294
"Javascript, Angular, React, CSS, Responsive Website Design",IT & Engineering,Web Development for Beginners,Computer Science,Mobile and Web Development,"HTML and CSS, Web Content Accessibility Guidelines, Design Elements And Principles, Animations, Web Applications, Web Content, GitHub, Version Control, Hypertext Markup Language (HTML), User Interface (UI) Design, Application Deployment, Typography","Introduction to Web Development: This course is designed to build your skills in web development and design, no matter how little experience or technical knowledge you currently have. You probably visit several websites every day, whether for business, entertainment or education. But have you ever wondered how these websites actually work? How are they built? How do browsers, computers, and mobile devices interact with the web? What skills are necessary to build a website? With a billion websites now on the internet, the answers to these questions could be your first step toward a better understanding of the internet and developing a new set of internet skills.
By the end of this course you'll be able to describe the structure and functionality of the world wide web, create static web pages using HTML and CSS, select an appropriate web hosting service, and publish your webpages for the world to see. Finally, you'll be able to develop a working model for creating your own personal or business websites in the future and launch yourself on a learning journey in web development.
Beyond Basic CSS: Typography, Color, Effects, & Animation: In this course, you'll learn how type communicates and how styling and organization of written content affects the message. You'll look at advanced features of web fonts and see how type designers are taking the fields of digital type to the next level. Then, you'll learn about color, color theory, and the practice of using color in your digital products and work with color by exploring gradients, other effects, and work to create a website using techniques learned in this course. Finally, we'll wrap up the course by learning how to create animations in CSS using transitions, 2d and 3d transformations, as well as keyframes to create sophisticated animations on the web.
Creating Basic Web Layouts: In this course, we'll explore the history of layout on the web and techniques that have been used to create those layouts. You'll practice using Flexbox CSS and gain an understanding of how Flexbox works to create layouts for web pages. We'll practice using responsive web design and discuss the challenges of managing layouts across multiple screen sizes. You'll learn specific techniques to build a responsive web page and practice using mobile first development. Lastly, you'll apply the techniques learned in this course by using Flexbox properties to create a mini portfolio website and deploy it on GitHub.
Advanced Web Layouts: Different ways designers and developers can create and control the flow of content on web pages.
Advanced uses of CSS grid and creative ways to implement grid on websites.
Advanced features of CSS Flexbox properties, controlling the use of space in a row or a column, positioning, and techniques to create web layouts.",0.6991918087005615
"Javascript, Angular, React, CSS, Responsive Website Design",IT & Engineering,CompTIA A+ Certification Core 2 (220-1102),Information Technology,Data Management,"Threat Detection, Network Security, Mobile Security, Wireless Networks, Hardware Troubleshooting, Command-Line Interface, Software Installation, TCP/IP, Computer Hardware, Peripheral Devices, Linux, Operating Systems","Foundations of Computer Hardware and Storage: Identify the core components of computer hardware and mass storage.
Implement partitioning schemes and configure file systems for different operating systems.
Diagnose and troubleshoot issues with various operating systems.
Develop professional communication strategies and safety protocols for IT environments.
Operating Systems and Networking Fundamentals: Describe how user accounts, permissions, and system security differ across various platforms.
Configure and troubleshoot networks using tools such as DNS, DHCP, and firewalls.
Compare and diagnose network issues related to system performance across multiple operating systems.
Assess system performance and backup strategies to optimize data protection across operating systems.
Advanced Networking, Security, and IT Operations: Manage and optimize mobile devices by configuring email and troubleshooting common mobile issues.
Diagnose and troubleshoot wireless connectivity issues and assess enterprise-grade wireless solutions for performance and security.
Evaluate IT operational procedures such as backups, data destruction, and documentation management for efficiency and compliance.
Develop comprehensive IT operational controls, using ticketing systems to ensure smooth enterprise IT operations.",0.6991538405418396
"Javascript, Angular, React, CSS, Responsive Website Design",IT & Engineering,Responsive Website Tutorial and Examples,Computer Science,Mobile and Web Development,"JavaScript Frameworks, Interactive Data Visualization, Collaborative Software, Real Time Data, Responsive Web Design, Front-End Web Development, Web Applications, Databases, User Requirements Documents, User Interface (UI) Design, Full-Stack Web Development, Data Integration","Responsive Website Tutorials and Examples outline: Course overview: Welcome to the first module of 'Responsive Website Tutorial and Examples!'. In this session we will be exploring a real-world web development task based on a common brief that web developers have to respond to every day – producing a portfolio website with both static and dynamic content features. I hope you enjoy the module! -Mick
Creating a Portfolio Website with a Blog: Welcome to the second module of 'Responsive Website Tutorial and Examples!'. Meteor is great at making collaboration simple. You can make collaborative sites in a day or so that work across many devices including mobile. By the end of this session you will understand how to structure and build collaborative, real-time applications, how to integrate the web audio API, and how to specifically set and get variables stored in the database using basic interface elements.
Collaborative Apps 1 : Music Machine: Welcome to the third module of 'Responsive Website Tutorial and Examples!'.Meteor allows us to make creative, collaborative apps that work in real-time. Both the Client and the Server can insert information into a Mongo collection. Ordinary web users can do this interactively, without having to program the database manually. In this session we will look at this approach through the lens of collaborative drawing. You will learn how to create a canvas using d3.js, change attributes of the canvas, create client code for inserting data into the database and how to render database entries as a drawing.
Collaborative Apps 2 : Drawing Machine: Welcome to the final module of 'Responsive Website Tutorial and Examples!'.In this session we will be looking at how to use data from external sources to create interactive  visualisations for the purposes of creating an interactive data visualisation web app.
Creating a Data Visualisation Application",0.6902991533279419
"Javascript, Angular, React, CSS, Responsive Website Design",IT & Engineering,Web3 and Blockchain in Global Commerce,Computer Science,Computer Security and Networks,"Logistics, Governance, Supply Chain, Supply Chain Management, FinTech, Market Analysis, Interoperability, Digital Assets, Leadership, Business Analysis, Transportation, Supply Chain, and Logistics, Proposal Development","Introduction to Blockchain for Global Commerce: How blockchain works, and how trust is established in a pre- and post-blockchain world
Nine types of digital assets, including cryptocurrencies, protocol tokens, NFTs, stablecoins, securities tokens, governance tokens, and CBDCs
What smart contracts are, the phases of a smart contract deal cycle, and various examples and applications of smart contracts
Blockchain design principles, and challenge areas associated with implementing blockchain technology
Web3 and Blockchain Transformations in Global Supply Chains: The roles of key participants in the global trade network and where the needs of each participant align with the value characteristics of blockchain
What it means to ""tokenize"" an asset, and approaches to securing the physical-digital interface
Examples of sensor-based logistics, and IoT challenge areas that show promise for blockchain-based solutions
Blockchain solutions for provenance, traceability, ethical sourcing, and asset life-cycle management
Web3 and Blockchain Leadership for Transformation: Describe how blockchain consortia may vary with respect to their purpose, activities, membership models, beneficiaries, and governance models
Describe some of the benefits and key considerations concerning shared standards for blockchain and digital assets
Explain how blockchain design choices around privacy, user identity, security, notaries, block relays etc. influence interoperability implementations
Explain how blockchain will transform the roles and functions of the C-Suite
Blockchain Opportunity Analysis for Global Commerce: Identify new ideas or opportunities for blockchain within Global Commerce
Explain how you will position your idea, including how your idea will create new value for your customers
Identify the business model decisions that would need to be made in order to assess the feasibility of your idea
Describe what would need to change in your organization's current way of operating in order to bring your idea to fruition",0.6845800876617432
"Javascript, Angular, React, CSS, Responsive Website Design",IT & Engineering,Introduction to Generative AI,Information Technology,Cloud Computing,"Artificial Intelligence, Application Development, Machine Learning Methods, Generative AI, Google Cloud Platform","Introduction to Generative AI: This is an introductory level microlearning course aimed at explaining what Generative AI is, how it is used, and how it differs from traditional machine learning methods. It also covers Google Tools to help you develop your own Gen AI apps.",0.6809689402580261
"Pay-Per-Click Advertising, Google Ads, Ad Copywriting, Traffic Source Analysis, Bounce Rate, Marketing Strategy, Content Marketing",Marketing & Social Media,Digital Marketing Tools: Machine Learning and AI,Business,Marketing,"Marketing Strategies, Machine Learning, Artificial Neural Networks, Predictive Analytics, Marketing Automation, Big Data, Deep Learning, Marketing Analytics, Customer Insights, Artificial Intelligence, Marketing, Digital Marketing, Apache Hadoop, Machine Learning Methods, Machine Learning Algorithms","Introduction to Digital Marketing Tools: Machine Learning and Artificial Intelligence: In the first module, we will introduce you to the course and the objectives. You'll have the opportunity to meet your instructor, connect with your peers, and get familiar with the Coursera platform and support resources. We will dive into the transformative role of machine learning and artificial intelligence in digital marketing and gain insights into how these technologies can help automate marketing processes, predict customer behavior, and optimize decision-making. We'll also explore practical applications of AI, such as improving customer segmentation and enhancing personalized marketing strategies to drive measurable business outcomes.
Big Data and Artificial Intelligence: In this module, we're going to introduce Big Data and Artificial Intelligence.  We'll also look at how marketers use rich data and enhanced analytical capacity to move from qualitative to quantitative analytical data, from data to big data, and from machine learning to deep learning AI to better understand and market to consumers.
End-of-Course Evaluation: Congratulations! You've made it to the end of the course. As a final assessment, it's time to apply your learning.",0.8384096622467041
"Pay-Per-Click Advertising, Google Ads, Ad Copywriting, Traffic Source Analysis, Bounce Rate, Marketing Strategy, Content Marketing",Marketing & Social Media,YouTube Production: Video Fundamentals,Business,Marketing,"Music, Post-Production, Photo/Video Production and Technology, Videography, Video Production","YouTube Production: Video Fundamentals: You don't need fancy gear to create great YouTube videos—you need the right techniques. In this course, you'll learn how to dramatically improve the look and sound of your videos using just your smartphone and everyday items. From lighting and framing to clear audio and background music, you'll explore the simple production fundamentals that boost viewer engagement. Through a tutorial and hands-on practice, you'll experiment with different setups, evaluate your results, and walk away ready to record videos that look polished and professional.",0.7578439712524414
